mechanism_id,family,horizon_h,tier,raw_episodes_per_day,sd_episode_bps,sd_daymean_bps,k_eff_independent_per_day,redundancy_factor,net_bps_min_1y,eta_years
M13_XS_FLOW_REVERSAL_1H,G_cross_sectional_hourly,12,T_DEEP,20.023529411764706,170.97185702269329,55.247620684907815,9.576837076114876,2.0908290756772314,16.203206990417986,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,1,T_DEEP,13.622222222222222,65.37846269329053,24.281594657480856,7.249615924340085,1.879026746297904,7.121387299852844,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,4,T_DEEP,13.622222222222222,131.79635509090446,67.21112335463609,3.845249205727614,3.542611022955681,19.71190306972225,
M14_XS_OI_SHOCK,G_cross_sectional_hourly,12,T_DEEP,13.622222222222222,209.48540077571636,61.34470048326538,11.661473327151956,1.1681390369864297,17.991378947601852,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,1,T_DEEP,20.023529411764706,69.63014692157638,17.40317606666393,16.008019152426773,1.2508436691075044,5.104061688142082,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,4,T_DEEP,20.023529411764706,138.944782495293,45.22688408139479,9.438242913295051,2.1215314752663166,13.264291841307605,
M15_XS_VOLSHOCK,G_cross_sectional_hourly,12,T_DEEP,20.023529411764706,242.90898528527035,97.40717827694215,6.218780586279682,3.2198481895215996,28.567903059126525,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,1,T_DEEP,20.203389830508474,58.076135965521225,11.36120722499146,26.130424436458796,0.7731749585482984,3.332052856673643,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,4,T_DEEP,20.203389830508474,114.01321858769838,30.61407490099171,13.86973396876229,1.4566530169944845,8.97859828697447,
M16_XS_BASIS_REVERSAL,G_cross_sectional_hourly,12,T_DEEP,20.203389830508474,171.63164047179686,54.6088009585685,9.878009177713945,2.045289639544971,16.015851804310113,
M17_FUNDING_CROWDING_FADE,H_funding_control,1,T_DEEP,85.9746192893401,209.9112597936283,48.05240705972567,19.08275943197742,4.505355716284431,14.092970671391306,
M17_FUNDING_CROWDING_FADE,H_funding_control,4,T_DEEP,85.96954314720813,411.2666812286249,171.6037966997613,5.743720107937032,14.967571805668252,50.32853548799807,
M17_FUNDING_CROWDING_FADE,H_funding_control,12,T_DEEP,85.95375070501974,679.4668546470836,429.2505900966763,2.505617366218675,34.304420085791435,125.89204884972534,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,1,T_DEEP,33.02573701450632,215.62322055019035,55.02732444602878,15.354449941868845,2.1508902721712633,16.138597772617903,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,4,T_DEEP,33.01965372016846,388.98311341179055,105.68243878455904,13.547396529433149,2.4373431196488404,30.99489914044694,
M1_RESID_REVERSION_1H_z1.5,A_resid_move,12,T_DEEP,32.99672437997192,722.4910024253303,195.78095441634503,13.61833468617296,2.42296324333065,57.419293172496914,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,1,T_DEEP,11.132094424912104,300.7044324299337,120.27209976567804,6.251005386464429,1.7808486374074974,35.273803713466386,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,4,T_DEEP,11.1305876443998,492.37135788035584,232.59573736492652,4.4810734211859184,2.4839110182341275,68.2164558562128,
M1_RESID_REVERSION_1H_z2.5,A_resid_move,12,T_DEEP,11.125125628140703,796.4601749619906,381.29358480173346,4.363240310209916,2.549739376515219,111.82705792701576,
M1_RESID_REVERSION_1H_z4.0,A_resid_move,1,T_DEEP,4.334226389819156,406.7468960027555,222.2286652891852,3.350027244644543,1.2937884003027091,65.17596628136118,
M1_RESID_REVERSION_1H_z4.0,A_resid_move,12,T_DEEP,4.330428954423592,996.2297710036936,710.5086392962307,1.965985479067969,2.202675961002802,208.3803502897632,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,1,T_DEEP,33.02573701450632,215.62322055019035,55.02732444602878,15.354449941868845,2.1508902721712633,16.138597772617903,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,4,T_DEEP,33.01965372016846,388.98311341179055,105.68243878455904,13.547396529433149,2.4373431196488404,30.99489914044694,
M2_RESID_CONTINUATION_1H_z1.5,A_resid_move,12,T_DEEP,32.99672437997192,722.4910024253303,195.78095441634503,13.61833468617296,2.42296324333065,57.419293172496914,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,1,T_DEEP,11.132094424912104,300.7044324299337,120.27209976567804,6.251005386464429,1.7808486374074974,35.273803713466386,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,4,T_DEEP,11.1305876443998,492.37135788035584,232.59573736492652,4.4810734211859184,2.4839110182341275,68.2164558562128,
M2_RESID_CONTINUATION_1H_z2.5,A_resid_move,12,T_DEEP,11.125125628140703,796.4601749619906,381.29358480173346,4.363240310209916,2.549739376515219,111.82705792701576,
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,1,T_DEEP,4.334226389819156,406.7468960027555,222.2286652891852,3.350027244644543,1.2937884003027091,65.17596628136118,
M2_RESID_CONTINUATION_1H_z4.0,A_resid_move,4,T_DEEP,4.334226389819156,592.674047681317,411.6681284041604,2.0727042178506005,2.091097394645995,120.73540567354681,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,1,T_DEEP,34.90514775977121,246.99660139100362,61.936681838701276,15.90325728427709,2.194842675046232,18.164997219623046,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,4,T_DEEP,34.90133460438513,423.9668105354551,158.93017602332418,7.116246630127703,4.904458265488588,46.61157362443588,
M3_RESID_REVERSION_4H_z1.5,A_resid_move,12,T_DEEP,34.889842632331906,769.219420102406,304.722586622005,6.372226259209894,5.475298775197285,89.37005946105315,
M3_RESID_REVERSION_4H_z2.5,A_resid_move,12,T_DEEP,12.573441734417344,878.569655844067,613.6120661930977,2.0500507708417595,6.133234314609016,179.96219922391782,
