symbol,venue,start_ts,end_ts,required_data_types,reason,priority,can_backfill_free,needs_paid_provider,free_sources_available,event_id,launch_ts
HYPEUSDT,binance-futures,2025-05-30T10:00:00+00:00,2025-05-30T16:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,af59f00dfd69336d12ec1c53,2025-05-30T10:30:00+00:00
PUFFERUSDT,binance-futures,2025-06-04T08:00:00+00:00,2025-06-04T14:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,08023a4da5978961cbb0404e,2025-06-04T08:30:00+00:00
1000000BOBUSDT,binance-futures,2025-06-05T08:00:00+00:00,2025-06-05T14:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,f0fcaaf1a618875ba94d873f,2025-06-05T08:30:00+00:00
LAUSDT,binance-futures,2025-06-05T08:30:00+00:00,2025-06-05T15:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,67e2964924cdb0798db5f65b,2025-06-05T09:00:00+00:00
TAIKOUSDT,binance-futures,2025-06-11T12:00:00+00:00,2025-06-11T18:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,46bb94c3367a45d68af8fa6c,2025-06-11T12:30:00+00:00
MYXUSDT,binance-futures,2025-06-18T12:00:00+00:00,2025-06-18T18:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,8bd8e43b5c14441cddf6f1c6,2025-06-18T12:30:00+00:00
NEWTUSDT,binance-futures,2025-06-19T14:00:00+00:00,2025-06-19T20:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,f7b0c338e560be7ce661550d,2025-06-19T14:30:00+00:00
OLUSDT,binance-futures,2025-06-25T11:00:00+00:00,2025-06-25T17:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,328be11039a0daaa62c9402d,2025-06-25T11:30:00+00:00
BULLAUSDT,binance-futures,2025-07-04T08:30:00+00:00,2025-07-04T15:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,082d13846fce53f88460dd42,2025-07-04T09:00:00+00:00
MUSDT,binance-futures,2025-07-07T09:00:00+00:00,2025-07-07T15:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,8e2b353b5b359cd0f03050b7,2025-07-07T09:30:00+00:00
CROSSUSDT,binance-futures,2025-07-10T10:00:00+00:00,2025-07-10T16:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,e1946a92d433af36002d432b,2025-07-10T10:30:00+00:00
VELVETUSDT,binance-futures,2025-07-15T08:45:00+00:00,2025-07-15T15:15:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,9fd6bbd5031f385d60646936,2025-07-15T09:15:00+00:00
ZORAUSDT,binance-futures,2025-07-25T10:30:00+00:00,2025-07-25T17:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,d6e5c362b920f0f1eeebe797,2025-07-25T11:00:00+00:00
ZRCUSDT,binance-futures,2025-07-29T09:15:00+00:00,2025-07-29T15:45:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,53d80c0d3c0486a54c69473e,2025-07-29T09:45:00+00:00
YALAUSDT,binance-futures,2025-08-07T16:00:00+00:00,2025-08-07T22:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,6cc0825d4097ef67aec30426,2025-08-07T16:30:00+00:00
AIOUSDT,binance-futures,2025-08-13T11:00:00+00:00,2025-08-13T17:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,d434dc6ba47a473e1c50859d,2025-08-13T11:30:00+00:00
USELESSUSDT,binance-futures,2025-08-15T11:45:00+00:00,2025-08-15T18:15:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,eb9dec0bc5cac2d2255f22ad,2025-08-15T12:15:00+00:00
CUDISUSDT,binance-futures,2025-08-20T10:45:00+00:00,2025-08-20T17:15:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,3ab4b81b6217c55a265126f3,2025-08-20T11:15:00+00:00
XPLUSDT,binance-futures,2025-08-22T09:00:00+00:00,2025-08-22T15:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,ad7fac75381979219a635a4c,2025-08-22T09:30:00+00:00
SOMIUSDT,binance-futures,2025-08-25T09:00:00+00:00,2025-08-25T15:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,248014c02180967fd21952b9,2025-08-25T09:30:00+00:00
BASUSDT,binance-futures,2025-08-26T13:00:00+00:00,2025-08-26T19:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,35baa8d370bba89af695913f,2025-08-26T13:30:00+00:00
LINEAUSDT,binance-futures,2025-09-01T08:00:00+00:00,2025-09-01T14:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,87d2cc62a3d3cc1511a49aa7,2025-09-01T08:30:00+00:00
ARIAUSDT,binance-futures,2025-09-03T10:30:00+00:00,2025-09-03T17:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,0e15ffddde62fa7a295cbb6d,2025-09-03T11:00:00+00:00
FLOCKUSDT,binance-futures,2025-09-09T06:18:00+00:00,2025-09-09T12:48:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,4a229f7de4c92b2cf15eae11,2025-09-09T06:48:00+00:00
XPINUSDT,binance-futures,2025-09-12T07:30:00+00:00,2025-09-12T14:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,1e02599c7e7dff4bc7bae2db,2025-09-12T08:00:00+00:00
TOSHIUSDT,binance-futures,2025-09-17T05:00:00+00:00,2025-09-17T11:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,7e52b13d33a0a106da32a993,2025-09-17T05:30:00+00:00
0GUSDT,binance-futures,2025-09-17T15:15:00+00:00,2025-09-17T21:45:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,85a8379a95e4b088606b6ca3,2025-09-17T15:45:00+00:00
ASTERUSDT,binance-futures,2025-09-19T11:30:00+00:00,2025-09-19T18:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,354d589ae37b402ecc4e73f7,2025-09-19T12:00:00+00:00
FLUIDUSDT,binance-futures,2025-09-24T09:45:00+00:00,2025-09-24T16:15:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,c0f0baa61eef4a5603702a44,2025-09-24T10:15:00+00:00
AKEUSDT,binance-futures,2025-09-26T12:00:00+00:00,2025-09-26T18:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,ccb44efc1570ecea59ac4e78,2025-09-26T12:30:00+00:00
4USDT,binance-futures,2025-10-08T11:00:00+00:00,2025-10-08T17:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,b5f18715adc950cb700816f1,2025-10-08T11:30:00+00:00
GIGGLEUSDT,binance-futures,2025-10-09T09:15:00+00:00,2025-10-09T15:45:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,c08091058dd948d22d55c054,2025-10-09T09:45:00+00:00
MONUSDT,binance-futures,2025-10-10T06:47:00+00:00,2025-10-10T13:17:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,0dc977ad3cfa07b0ca5cb79a,2025-10-10T07:17:00+00:00
YBUSDT,binance-futures,2025-10-10T14:15:00+00:00,2025-10-10T20:45:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,fc7c14a24b9efda762f5ebe6,2025-10-10T14:45:00+00:00
METUSDT,binance-futures,2025-10-11T12:00:00+00:00,2025-10-11T18:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,373ad2eaf2fe234af0752a45,2025-10-11T12:30:00+00:00
LABUSDT,binance-futures,2025-10-17T14:00:00+00:00,2025-10-17T20:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,cd6794154b527f204b81a81c,2025-10-17T14:30:00+00:00
ATUSDT,binance-futures,2025-10-29T11:00:00+00:00,2025-10-29T17:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,a1d2ccd3fc62843b613f65d4,2025-10-29T11:30:00+00:00
KITEUSDT,binance-futures,2025-10-29T10:00:00+00:00,2025-10-29T16:30:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,836da07cfc7720b44b314d9b,2025-10-29T10:30:00+00:00
CCUSDT,binance-futures,2025-10-31T11:30:00+00:00,2025-10-31T18:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,8943396b63414fd5204926ea,2025-10-31T12:00:00+00:00
STABLEUSDT,binance-futures,2025-11-06T11:30:00+00:00,2025-11-06T18:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,ff2c05cb1e517e68b481697b,2025-11-06T12:00:00+00:00
CLANKERUSDT,binance-futures,2025-11-12T11:30:00+00:00,2025-11-12T18:00:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;indexPriceKlines;markPriceKlines;metrics;premiumIndexKlines,28bdb9c69e08176d20be77eb,2025-11-12T12:00:00+00:00
SENTUSDT,binance-futures,2025-11-14T12:15:00+00:00,2025-11-14T18:45:00+00:00,"trades,L2,bookTicker,mark,index,funding,OI",tick_l2_upgrade_optional (Vision bookDepth is 1-min snapshots; bookTicker absent for new symbols),P1,True,False,aggTrades;bookDepth;fundingRate;markPriceKlines;metrics;premiumIndexKlines,02db53cfca1b429e8af53a04,2025-11-14T12:45:00+00:00
